CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
604,France,Female,32.0,7,15798.7,127849.38,1,0,0,0
512,Spain,Female,46.0,3,56408.14,0.0,2,1,1,0
520,France,Female,29.0,8,4696.44,95947.76,1,0,0,0
805,Spain,Male,26.0,2,25042.1,0.0,2,1,1,0
626,France,Male,43.0,4,130442.08,137638.69,1,0,0,1
656,France,Male,38.0,10,136521.82,0.0,1,1,1,0
785,Spain,Male,41.0,7,199108.88,0.0,2,1,1,0
553,France,Male,31.0,6,124596.63,0.0,2,0,0,0
569,France,Female,44.0,4,134394.78,0.0,2,0,0,0
670,France,Male,38.0,10,144275.39,89416.99,1,0,0,0
586,Spain,Male,42.0,6,123410.23,0.0,2,1,1,0
617,Spain,Female,45.0,1,143298.06,0.0,1,0,0,0
508,France,Female,60.0,7,129562.74,143262.04,1,1,1,0
624,Spain,Female,35.0,7,4595.05,119656.45,2,1,1,0
654,France,Male,29.0,4,146715.07,132954.64,1,1,1,0
681,Germany,Female,44.0,3,163558.36,105206.7,2,1,1,0
578,Spain,Male,28.0,4,6947.09,0.0,2,0,0,0
621,Spain,Female,37.0,9,9170.54,83061.26,2,0,0,0
632,France,Male,40.0,5,199674.83,147650.68,1,1,1,0
644,France,Male,44.0,5,157166.79,73348.56,1,0,0,1
821,France,Male,28.0,2,46072.52,0.0,2,0,0,0
754,France,Female,38.0,2,3524.69,0.0,2,0,0,0
568,Spain,Female,27.0,1,45563.94,116320.68,1,1,1,0
584,France,Male,33.0,3,59103.13,0.0,2,1,1,0
549,France,Female,29.0,8,189558.44,0.0,2,1,1,0
729,France,Female,38.0,7,45779.9,0.0,2,0,0,0
523,France,Male,61.0,8,21859.06,66250.71,1,1,1,0
477,Germany,Female,24.0,2,162699.7,95675.62,2,0,0,1
675,Germany,Male,42.0,2,8567.18,92616.64,2,0,0,0
782,Spain,Female,41.0,4,132943.88,0.0,1,0,0,0
616,Spain,Female,36.0,6,12916.32,0.0,1,1,1,1
738,Spain,Female,37.0,8,128799.86,100565.94,1,1,1,0
717,Spain,Female,42.0,5,99347.8,190305.78,1,0,0,1
526,Germany,Female,35.0,9,40980.87,118536.4,1,0,0,1
660,France,Male,19.0,5,40368.65,127649.64,1,1,1,0
525,France,Male,35.0,7,94738.54,165358.77,1,1,1,0
629,Spain,Male,29.0,6,88842.8,0.0,2,1,1,0
616,Germany,Female,36.0,10,136934.91,78249.53,1,0,0,0
521,Germany,Female,61.0,0,109356.53,125193.96,1,1,1,0
691,France,Female,29.0,9,199635.93,0.0,2,0,0,0
687,Germany,Female,41.0,2,158408.23,154007.21,1,0,0,0
677,Spain,Female,43.0,3,95936.84,133214.88,2,1,1,0
695,Spain,Male,63.0,1,126688.83,146202.93,1,1,1,1
663,France,Female,27.0,9,150850.29,0.0,2,0,0,0
496,France,Male,30.0,0,27802.0,90963.49,1,1,1,0
747,Spain,Male,41.0,9,32430.94,0.0,1,0,0,1
546,France,Female,52.0,2,137332.37,0.0,1,0,0,1
706,Spain,Male,68.0,4,28601.68,114386.85,1,1,1,0
472,France,Female,26.0,5,108411.66,0.0,2,0,0,0
703,France,Female,40.0,7,122518.5,0.0,2,1,1,0
850,France,Female,38.0,2,9015.07,0.0,2,0,0,0
667,Spain,Male,71.0,4,94433.08,137260.78,1,1,1,1
559,France,Male,33.0,9,110371.84,111060.05,2,0,0,0
636,Spain,Male,60.0,7,141364.62,124447.73,1,1,1,1
672,France,Female,34.0,8,16245.25,0.0,2,1,1,0
667,France,Male,42.0,7,108348.94,0.0,1,1,1,1
648,Germany,Male,33.0,7,171668.2,135310.41,2,1,1,0
497,France,Male,32.0,8,67364.42,0.0,2,0,0,0
743,France,Female,73.0,6,107867.38,0.0,2,1,1,0
619,France,Male,29.0,5,194310.1,0.0,2,0,0,0
639,Spain,Male,34.0,5,33950.08,139393.19,2,0,0,0
540,Spain,Male,28.0,8,197588.32,0.0,2,0,0,0
766,France,Female,26.0,3,428.23,104258.8,1,1,1,0
749,France,Female,26.0,6,34948.77,0.0,2,1,1,0
655,Germany,Male,32.0,9,82084.3,113447.01,1,0,0,0
630,France,Male,33.0,9,64804.59,0.0,2,0,0,0
778,Germany,Female,33.0,4,83556.65,111063.73,2,0,0,0
757,Germany,Female,30.0,6,71926.28,161378.02,1,0,0,1
529,Spain,Female,39.0,2,122925.44,82766.43,1,1,1,0
620,Spain,Male,29.0,9,13133.88,0.0,2,0,0,0
615,France,Female,61.0,1,62845.64,104267.7,1,0,0,1
735,France,Female,25.0,3,28411.23,91718.8,1,0,0,0
705,Spain,Female,47.0,3,28640.92,63488.7,1,1,1,1
644,Spain,Female,46.0,6,156787.34,12459.19,1,0,0,1
505,Germany,Female,37.0,6,125307.87,159863.9,2,1,1,0
471,Germany,Male,23.0,6,131736.23,104592.55,2,0,0,0
722,Spain,Female,50.0,4,128262.14,132088.59,1,1,1,0
577,Spain,Female,39.0,4,91366.42,0.0,2,0,0,0
744,Spain,Male,44.0,5,82290.81,120654.68,1,0,0,0
573,France,Female,30.0,6,66190.21,0.0,2,0,0,0
653,France,Female,32.0,4,23920.65,83772.95,1,1,1,0
660,France,Female,31.0,6,45438.38,172325.67,1,1,1,0
787,France,Male,46.0,7,93360.35,117685.31,2,1,1,0
617,France,Male,41.0,7,14496.67,0.0,2,1,1,0
567,France,Male,39.0,5,168521.72,0.0,2,0,0,0
682,Spain,Female,64.0,9,103318.44,0.0,2,1,1,0
684,France,Male,35.0,6,87219.41,135871.5,1,1,1,0
447,France,Male,41.0,3,197490.39,0.0,4,1,1,1
625,Germany,Female,49.0,4,126812.63,128504.76,1,0,0,1
585,France,Male,36.0,7,94283.09,0.0,2,0,0,0
516,France,Female,42.0,8,46857.52,56228.25,1,0,0,0
732,Germany,Female,45.0,6,81491.7,98792.4,1,0,0,1
628,Germany,Male,40.0,5,129107.97,181768.32,2,1,1,0
682,Spain,Female,48.0,9,49732.9,101198.01,1,1,1,0
746,France,Male,25.0,9,88728.47,0.0,2,1,1,0
655,France,Female,60.0,3,86981.45,0.0,2,1,1,0
644,France,Female,39.0,9,3740.93,0.0,1,0,0,0
778,France,Male,34.0,5,67949.32,139064.06,2,0,0,0
617,France,Female,35.0,2,147636.46,104508.1,1,1,1,0
660,Germany,Male,35.0,9,188891.96,113948.58,1,0,0,1
537,France,Male,47.0,10,25482.62,0.0,2,1,1,0
554,France,Female,39.0,10,18391.93,0.0,2,1,1,0
806,France,Male,31.0,9,140168.36,0.0,2,1,1,0
611,Germany,Male,37.0,1,161064.29,117524.72,2,1,1,0
665,France,Female,37.0,5,183542.08,160389.82,1,1,1,0
648,France,Female,37.0,7,194238.92,0.0,2,0,0,0
692,France,Male,27.0,1,7900.46,125547.53,1,0,0,0
507,Spain,Male,46.0,6,51424.29,92783.68,1,1,1,0
696,Germany,Male,49.0,5,152450.84,97036.22,2,0,0,1
681,France,Male,34.0,3,55816.2,0.0,2,0,0,0
687,France,Female,26.0,6,32909.13,0.0,2,1,1,0
641,Spain,Male,40.0,5,100637.07,102145.13,1,1,1,0
507,France,Female,33.0,1,142911.99,113452.66,1,0,0,0
688,Spain,Female,46.0,8,26287.21,155681.72,1,0,0,0
535,Germany,Male,38.0,8,60775.76,127475.24,1,0,0,1
701,France,Male,41.0,10,146257.77,0.0,2,1,1,0
488,France,Male,43.0,10,28332.0,112751.13,1,1,1,0
539,France,Female,29.0,4,100919.19,0.0,2,1,1,0
674,France,Male,45.0,7,102591.9,144889.18,1,1,1,1
538,Spain,Male,40.0,8,25554.4,0.0,2,1,1,0
829,France,Female,22.0,7,152107.93,150126.44,1,0,0,1
768,France,Male,54.0,8,69381.05,69712.74,1,1,1,0
585,Spain,Female,44.0,4,101728.46,0.0,2,1,1,0
581,France,Male,31.0,3,89040.61,0.0,2,0,0,0
682,Germany,Female,35.0,2,16910.98,117438.92,2,1,1,0
653,France,Male,38.0,8,150468.35,119315.75,1,0,0,0
712,France,Female,30.0,1,177613.19,89571.59,1,1,1,0
620,Germany,Female,34.0,8,120672.09,102251.57,1,0,0,0
709,France,Male,42.0,9,77142.85,118546.71,1,1,1,0
832,France,Male,61.0,2,127804.66,0.0,1,1,1,1
635,Spain,Male,38.0,0,158344.63,103257.14,1,0,0,0
749,Spain,Female,43.0,1,167179.48,124209.02,1,1,1,0
629,Spain,Male,32.0,3,15404.64,0.0,2,1,1,0
836,Spain,Female,41.0,7,156036.19,150302.84,1,1,1,0
542,Spain,Male,34.0,8,144725.14,108653.93,1,1,1,0
645,France,Female,45.0,8,22558.74,85325.93,1,0,0,0
844,France,Female,29.0,8,147342.03,0.0,2,0,0,0
747,Germany,Male,37.0,9,85470.45,135776.36,3,0,0,1
645,France,Male,40.0,6,194656.11,131411.24,1,1,1,0
752,Spain,Female,36.0,3,48505.1,0.0,2,1,1,0
760,Spain,Female,41.0,6,101491.23,0.0,2,0,0,0
714,Germany,Female,45.0,9,164117.69,106431.97,2,1,1,0
717,France,Male,50.0,9,124626.57,90305.76,1,1,1,0
645,Germany,Male,28.0,7,34490.06,117466.03,2,1,1,0
681,France,Male,32.0,3,90967.37,148884.47,2,1,1,0
681,Germany,Female,44.0,4,24208.84,91115.76,2,0,0,1
679,Germany,Female,37.0,8,174873.09,77373.87,2,1,1,0
528,Spain,Male,23.0,7,170262.97,104744.89,1,0,0,0
710,France,Female,31.0,3,112289.06,0.0,2,1,1,0
733,Germany,Male,39.0,5,93783.0,91538.51,1,1,1,0
724,France,Female,32.0,6,150026.79,0.0,2,1,1,0
726,France,Female,34.0,0,102036.82,185734.75,1,1,1,0
520,France,Male,30.0,3,898.51,143396.54,2,1,1,0
556,France,Male,40.0,5,95124.4,125909.85,1,1,1,0
579,France,Female,45.0,2,11514.39,0.0,2,0,0,0
674,France,Male,36.0,2,27468.72,154525.7,1,1,1,0
570,France,Female,29.0,0,37092.43,0.0,1,0,0,0
631,France,Male,51.0,8,171587.9,100654.8,1,0,0,0
623,Spain,Male,44.0,1,80828.78,83325.77,1,1,1,0
665,France,Male,35.0,8,169287.99,110934.54,1,0,0,0
523,Spain,Female,36.0,8,13197.44,113680.54,1,0,0,0
706,Germany,Male,31.0,1,54439.53,117020.08,2,0,0,0
619,France,Female,49.0,9,38186.85,145359.99,1,0,0,0
593,Germany,Female,39.0,8,27274.6,151391.68,1,0,0,1
608,Spain,Male,66.0,8,65758.19,123935.35,1,1,1,0
526,France,Female,36.0,0,97767.63,0.0,2,0,0,0
684,Spain,Male,40.0,2,115468.84,70291.02,1,1,1,1
604,Germany,Female,42.0,10,98293.14,166031.45,1,0,0,0
636,Germany,Male,36.0,6,182059.28,96643.32,1,0,0,0
669,Spain,Female,33.0,8,128538.05,0.0,2,1,1,0
624,France,Male,71.0,7,108841.83,0.0,2,1,1,0
631,France,Male,29.0,2,18581.84,0.0,2,1,1,0
753,France,Male,48.0,4,146821.42,0.0,2,1,1,0
588,France,Male,40.0,5,100727.68,0.0,2,0,0,0
729,Germany,Male,26.0,4,39356.38,97268.1,2,0,0,0
602,France,Female,42.0,10,169921.11,0.0,2,0,0,1
689,Germany,Female,55.0,1,42364.75,76296.81,1,0,0,1
486,Spain,Male,27.0,7,28823.04,0.0,2,0,0,0
809,Germany,Female,42.0,6,182436.81,64497.94,3,1,1,1
562,France,Male,38.0,5,115700.2,0.0,1,0,0,0
763,Spain,Female,32.0,8,16725.53,0.0,2,0,0,0
669,France,Male,57.0,5,56875.76,0.0,2,1,1,0
709,France,Male,39.0,8,56214.09,0.0,2,0,0,0
554,Spain,Female,45.0,4,193412.05,0.0,2,1,1,0
699,France,Male,37.0,10,83263.04,0.0,2,0,0,0
732,Spain,Male,54.0,0,13404.4,134249.7,1,1,1,0
625,France,Female,45.0,3,184474.15,0.0,1,1,1,1
599,France,Male,30.0,9,121124.53,105443.68,1,1,1,0
584,Spain,Female,50.0,1,152567.75,0.0,1,1,1,1
499,France,Male,35.0,10,10722.54,0.0,2,0,0,0
526,Spain,Male,38.0,2,58010.98,0.0,2,0,0,0
625,Germany,Female,35.0,5,163440.8,86147.46,2,0,0,1
537,Spain,Female,38.0,1,102606.92,96939.06,1,1,1,0
696,Spain,Male,47.0,1,80591.18,106758.6,1,1,1,0
679,France,Female,33.0,9,177362.45,112528.65,2,0,0,0
684,France,Male,60.0,2,120257.7,116563.58,1,0,0,1
850,France,Male,32.0,4,180622.02,0.0,1,1,1,0
495,Spain,Female,42.0,7,130404.53,0.0,2,0,0,0
537,Spain,Female,38.0,6,147797.54,141786.78,1,1,1,0
850,France,Male,41.0,3,57844.26,136416.82,1,1,1,0
513,France,Male,30.0,5,162523.66,0.0,2,0,0,0
618,Germany,Female,40.0,1,54495.82,133245.52,2,1,1,0
802,Germany,Female,41.0,4,169183.66,90757.64,2,1,1,0
547,France,Male,43.0,1,80262.91,92350.36,1,1,1,0
613,Germany,Male,69.0,9,8751.59,78778.49,1,1,1,0
592,Germany,Female,34.0,6,102628.98,102143.93,2,1,1,0
546,France,Male,29.0,5,94823.95,0.0,1,1,1,0
721,Germany,Male,37.0,4,90821.66,98459.6,1,0,0,0
671,Germany,Female,47.0,7,153194.32,114603.76,2,0,0,1
624,Spain,Male,35.0,2,87310.59,0.0,2,0,0,0
751,Germany,Female,51.0,7,146411.41,148074.79,1,0,0,1
636,Spain,Male,36.0,1,74048.1,0.0,3,1,1,1
607,Spain,Female,62.0,8,23386.77,108004.64,1,1,1,1
509,Germany,Female,29.0,0,92898.17,107712.57,2,1,1,0
653,Spain,Male,35.0,9,45956.05,0.0,2,1,1,0
709,Spain,Female,37.0,8,71738.56,0.0,3,0,0,0
559,France,Male,32.0,9,103560.98,145303.52,1,0,0,0
684,Germany,Male,37.0,4,52367.29,138476.41,2,1,1,0
635,France,Female,27.0,8,152916.05,127471.56,1,1,1,1
709,France,Male,26.0,6,4410.77,156551.63,1,1,1,0
656,Germany,Female,49.0,9,74771.22,97092.87,1,0,0,1
793,France,Male,32.0,2,193817.63,0.0,2,0,0,1
609,Spain,Male,37.0,5,26793.82,129312.79,1,1,1,0
618,Germany,Female,29.0,10,32526.64,100315.1,2,1,1,0
850,France,Female,35.0,6,824.0,81684.97,1,0,0,0
669,Spain,Male,51.0,3,85250.77,88827.53,1,0,0,1
594,Germany,Male,40.0,0,83508.93,152092.44,2,1,1,0
616,Spain,Male,71.0,4,173599.38,0.0,2,1,1,0
676,France,Female,49.0,1,79342.31,0.0,1,0,0,1
608,Spain,Female,38.0,9,57600.66,102406.76,1,1,1,0
710,France,Male,21.0,4,56191.99,109130.96,2,1,1,0
695,France,Male,29.0,5,6770.44,0.0,2,1,1,0
530,Germany,Male,33.0,9,101694.67,75242.28,1,1,1,0
509,Spain,Male,29.0,1,69113.14,0.0,2,0,0,0
517,France,Female,45.0,4,172674.36,0.0,1,0,0,1
758,Germany,Male,33.0,0,26606.28,129142.54,2,1,1,0
665,France,Male,51.0,2,53353.36,0.0,1,0,0,0
631,Germany,Female,22.0,6,63747.51,139129.92,1,1,1,0
576,Spain,Male,33.0,3,190112.05,0.0,2,1,1,0
544,Spain,Male,22.0,3,110317.39,66483.32,1,1,1,0
596,Germany,Male,40.0,5,148623.43,62389.03,3,0,0,1
481,France,Female,34.0,5,125253.46,0.0,2,1,1,0
498,France,Male,46.0,1,101954.78,91857.66,1,0,0,1
512,Spain,Male,31.0,6,168462.26,0.0,2,0,0,0
594,France,Female,56.0,7,26215.85,0.0,1,0,0,1
570,France,Female,30.0,10,97045.32,176173.52,1,0,0,1
721,Spain,Male,38.0,7,53534.8,0.0,1,1,1,0
453,France,Female,37.0,4,8949.2,131834.76,2,0,0,0
562,France,Male,48.0,3,163116.75,92347.96,1,1,1,0
682,France,Male,40.0,4,140745.91,0.0,2,1,1,0
748,France,Male,40.0,3,171515.84,95297.11,1,0,0,0
729,France,Female,32.0,9,150803.44,0.0,2,0,0,0
663,France,Male,39.0,4,76884.05,0.0,1,0,0,0
735,France,Female,53.0,8,170454.93,123845.36,2,1,1,1
627,Germany,Male,62.0,3,143104.3,143426.34,2,1,1,0
713,France,Male,46.0,5,55701.62,0.0,1,1,1,0
562,Germany,Male,31.0,2,186370.3,112708.2,1,1,1,0
632,France,Male,43.0,2,24275.32,100013.51,1,0,0,0
479,France,Female,33.0,2,50774.81,208165.53,1,0,0,1
658,Spain,Male,21.0,7,154279.87,0.0,2,1,1,0
598,France,Female,40.0,9,68462.59,0.0,1,0,0,1
597,France,Male,19.0,2,91036.74,0.0,2,1,1,0
512,France,Female,33.0,6,83681.97,121685.31,2,1,1,0
704,France,Male,39.0,2,199484.96,111525.02,1,0,0,0
474,France,Male,26.0,6,152491.22,0.0,2,0,0,0
604,Germany,Male,36.0,10,134875.37,113546.3,1,1,1,0
683,France,Male,41.0,6,184366.14,95696.52,2,1,1,0
537,France,Male,28.0,0,189839.93,88963.31,2,1,1,0
794,Spain,Male,31.0,0,175643.44,144880.34,2,1,1,0
732,France,Male,55.0,9,3268.17,136576.02,1,1,1,1
495,France,Female,38.0,2,47089.72,63093.01,1,1,1,0
552,Germany,Male,38.0,10,46562.02,132271.12,2,1,1,0
602,France,Female,29.0,3,62487.97,88814.4,2,1,1,0
607,Germany,Male,40.0,5,181598.25,90594.55,1,1,1,0
675,Germany,Female,33.0,0,64815.05,141816.25,1,0,0,1
443,France,Female,54.0,3,70196.23,138547.97,1,1,1,1
727,France,Female,31.0,2,160383.47,52192.08,2,1,1,0
482,France,Male,38.0,4,35848.12,124976.19,1,0,0,0
686,France,Female,34.0,1,87278.48,0.0,2,0,0,0
588,Germany,Male,35.0,3,94498.82,104356.38,1,0,0,0
605,Spain,Female,48.0,10,133486.36,150315.92,1,1,1,0
583,France,Male,39.0,1,73107.6,129299.28,2,0,0,0
738,Germany,Male,37.0,7,195333.98,140950.92,2,0,0,0
744,Spain,Male,30.0,1,121525.48,128065.12,1,0,0,0
781,France,Male,23.0,2,173843.21,107433.48,1,0,0,0
699,France,Male,34.0,2,185227.42,117468.67,1,0,0,0
639,France,Female,27.0,2,125244.18,0.0,2,0,0,0
583,France,Female,27.0,4,163113.41,0.0,3,0,0,0
587,France,Male,42.0,1,123006.91,0.0,1,0,0,0
694,France,Male,40.0,9,40463.03,0.0,2,0,0,0
570,France,Female,29.0,4,131363.57,153040.03,1,1,1,1
692,Germany,Male,45.0,6,188305.85,142084.04,4,0,0,1
511,France,Female,30.0,5,143994.86,0.0,2,0,0,0
788,France,Male,32.0,4,89368.59,112079.58,1,0,0,0
526,Spain,Male,66.0,7,158365.89,132044.6,2,1,1,0
749,Spain,Female,46.0,9,78753.12,66582.81,1,0,0,1
691,France,Female,33.0,6,100408.31,0.0,2,1,1,0
481,France,Female,39.0,6,24677.54,0.0,1,1,1,0
752,France,Male,33.0,4,39570.78,0.0,2,1,1,0
658,France,Female,38.0,6,155665.76,102895.1,1,0,0,0
679,Spain,Male,42.0,2,168294.27,0.0,1,1,1,0
754,Germany,Male,27.0,7,87908.01,117578.35,2,1,1,0
679,France,Male,47.0,10,191198.92,198546.1,2,0,0,1
633,Spain,Female,39.0,2,191207.03,0.0,2,0,0,0
674,France,Female,31.0,1,128954.05,0.0,1,0,0,0
600,Germany,Male,28.0,2,59905.29,116623.31,1,1,1,0
645,Spain,Male,49.0,8,162012.6,0.0,2,0,0,0
698,France,Male,36.0,6,19231.98,0.0,2,1,1,0
508,Spain,Male,54.0,10,175749.36,0.0,1,1,1,0
555,France,Female,44.0,3,60533.96,105770.7,3,0,0,1
751,France,Female,48.0,9,137508.42,0.0,1,0,0,1
738,France,Female,39.0,1,189430.86,94435.45,2,1,1,0
706,Germany,Female,39.0,8,6723.66,112889.91,1,1,1,0
595,France,Female,53.0,7,41371.68,0.0,2,0,0,1
577,Germany,Female,43.0,3,125140.72,127940.47,1,0,0,1
578,Germany,Female,36.0,8,143683.75,129745.1,1,1,1,0
699,France,Male,32.0,3,170770.44,0.0,2,1,1,0
826,France,Female,30.0,5,157397.57,0.0,2,1,1,0
656,Germany,Female,46.0,7,50595.15,141535.52,1,0,0,1
556,France,Female,47.0,2,50390.98,139914.27,1,1,1,0
569,France,Male,41.0,4,163150.03,120243.49,1,0,0,1
765,France,Male,34.0,9,138280.17,91835.16,1,0,0,0
544,Spain,Male,37.0,2,135067.02,0.0,2,0,0,0
588,Spain,Female,22.0,9,163534.75,67178.19,1,1,1,1
740,Spain,Female,31.0,8,86657.48,0.0,2,0,0,0
850,Spain,Male,38.0,7,162087.82,115378.94,1,1,1,0
766,Germany,Male,30.0,4,28879.3,127786.28,2,1,1,0
849,France,Female,41.0,6,169203.51,0.0,2,1,1,1
612,France,Female,33.0,0,102426.12,64900.32,2,0,0,0
517,Germany,Male,53.0,0,54676.1,109172.88,1,0,0,1
645,France,Female,55.0,7,18369.33,0.0,2,1,1,0
696,Germany,Male,43.0,4,159888.1,114091.38,1,1,1,0
716,France,Female,40.0,3,167636.15,0.0,2,1,1,0
590,France,Male,32.0,9,138889.15,0.0,2,0,0,0
656,France,Female,45.0,7,199392.14,145933.27,1,1,1,0
473,Germany,Female,35.0,7,189560.43,131504.73,1,0,0,0
742,Germany,Female,44.0,8,17375.27,107926.02,1,1,1,1
834,Germany,Female,57.0,8,140225.14,112281.6,3,0,0,1
721,France,Male,41.0,7,61018.85,0.0,2,1,1,0
590,Spain,Male,29.0,10,51907.72,0.0,1,1,1,1
516,Spain,Female,31.0,7,47018.75,0.0,1,0,0,0
850,France,Male,33.0,0,33700.52,124781.67,1,1,1,0
748,France,Female,39.0,9,59636.43,132865.56,1,1,1,1
798,Germany,Female,38.0,4,157147.59,129055.13,1,0,0,0
612,Germany,Male,76.0,6,191393.26,96166.88,1,1,1,0
540,France,Female,40.0,3,199862.75,165298.12,1,1,1,0
719,Spain,Female,33.0,7,20016.59,0.0,2,0,0,0
598,France,Male,48.0,6,30635.52,120682.53,1,0,0,1
796,Spain,Male,32.0,5,117832.88,102773.15,2,1,1,0
579,Germany,Male,42.0,0,22497.1,144386.32,1,1,1,1
850,Germany,Female,40.0,7,747.88,104449.8,1,1,1,0
599,Spain,Male,35.0,6,76870.81,137102.65,1,0,0,0
724,France,Female,30.0,9,107848.24,142475.87,1,1,1,0
508,France,Female,43.0,9,103726.71,0.0,1,0,0,0
773,Spain,Male,37.0,2,178268.36,103195.2,2,0,0,0
526,France,Male,28.0,1,126281.83,112070.44,1,1,1,0
542,France,Female,29.0,7,196651.72,0.0,2,1,1,0
470,France,Male,35.0,1,5962.3,96473.59,1,0,0,0
805,Spain,Male,37.0,5,21928.81,0.0,2,0,0,0
548,Germany,Male,49.0,9,127022.87,108437.89,1,0,0,1
672,France,Male,37.0,5,162763.01,153195.59,1,1,1,0
773,France,Male,45.0,8,113950.51,96877.21,1,1,1,0
614,France,Male,44.0,6,104930.46,0.0,2,1,1,0
537,France,Female,38.0,10,52337.97,0.0,1,0,0,1
704,France,Female,40.0,6,179964.55,95452.89,1,1,1,0
586,Spain,Male,41.0,3,83753.64,63873.56,1,0,0,0
677,France,Female,24.0,0,182913.95,148298.59,2,0,0,0
558,Spain,Female,31.0,7,166720.28,0.0,2,0,0,0
634,Germany,Female,37.0,7,192721.98,143258.85,2,0,0,0
655,Germany,Male,37.0,9,180241.44,121342.24,1,1,1,0
619,Germany,Female,28.0,6,48475.12,99152.73,2,0,0,0
662,France,Female,41.0,4,126551.48,0.0,2,0,0,0
705,Spain,Male,33.0,7,64872.55,68423.89,1,1,1,0
527,Spain,Female,35.0,8,98031.53,0.0,1,0,0,1
630,Germany,Female,25.0,7,93524.22,79656.81,1,0,0,0
850,France,Male,35.0,2,56991.66,0.0,2,1,1,0
668,France,Female,53.0,10,183980.56,110240.04,1,0,0,1
573,France,Female,32.0,9,130234.63,125321.84,2,1,1,0
680,France,Male,27.0,3,32454.26,0.0,1,0,0,0
758,France,Female,32.0,2,75396.43,84378.9,1,1,1,0
597,France,Male,45.0,7,167756.45,0.0,2,0,0,0
580,Germany,Male,35.0,10,24799.47,136281.41,2,1,1,0
622,France,Male,59.0,5,60429.43,119380.37,1,1,1,0
638,Germany,Male,62.0,4,74241.09,108716.59,2,1,1,0
640,France,Female,20.0,4,78310.82,0.0,2,1,1,0
644,Spain,Male,28.0,0,119419.37,0.0,2,0,0,0
753,France,Female,31.0,6,91305.77,106596.29,1,0,0,0
629,France,Female,37.0,10,25136.95,99546.25,3,1,1,1
775,France,Female,30.0,5,193880.6,0.0,1,0,0,1
701,France,Female,41.0,2,47856.78,0.0,1,0,0,0
708,Spain,Male,19.0,7,4491.77,112615.86,1,1,1,0
521,Spain,Female,22.0,10,101311.95,0.0,1,1,1,0
636,France,Female,24.0,9,38830.72,0.0,2,1,1,0
529,France,Female,31.0,5,26817.23,0.0,2,0,0,0
757,France,Male,28.0,3,199727.72,75381.15,1,1,1,0
767,Spain,Female,24.0,5,67445.85,0.0,2,1,1,0
525,Spain,Male,33.0,5,161002.29,0.0,2,0,0,0
759,Spain,Male,38.0,1,20778.39,0.0,2,0,0,0
520,Germany,Female,45.0,1,41042.4,123086.39,1,1,1,1
738,France,Female,26.0,3,67484.16,0.0,2,0,0,0
548,Spain,Male,37.0,4,121763.68,0.0,1,0,0,0
535,Spain,Male,48.0,9,157358.43,109472.47,1,0,0,1
615,Spain,Male,59.0,4,110275.17,155766.05,1,1,1,0
850,Germany,Male,38.0,7,43801.27,101985.81,2,0,0,0
487,France,Female,34.0,2,9085.0,96019.5,1,0,0,0
731,France,Male,30.0,7,143086.09,0.0,2,1,1,0
726,Spain,Female,35.0,9,100556.98,0.0,2,1,1,0
609,France,Female,35.0,2,140000.29,147900.43,1,0,0,0
714,France,Male,52.0,4,186775.25,100755.66,1,1,1,0
694,Spain,Female,35.0,7,133570.43,0.0,1,0,0,1
786,France,Female,33.0,0,154990.58,83036.05,1,1,1,1
698,Spain,Male,27.0,6,27654.44,125427.37,2,0,0,0
601,France,Female,46.0,3,137763.93,98202.76,1,0,0,0
769,Spain,Male,41.0,1,25723.73,72509.91,1,0,0,0
850,Germany,Male,44.0,3,186285.52,140393.65,2,1,1,0
646,Spain,Female,50.0,5,142208.5,142644.64,2,1,1,1
659,France,Female,44.0,9,169862.01,23503.31,1,1,1,1
487,Spain,Male,33.0,8,41365.85,145729.71,1,0,0,0
740,Germany,Female,40.0,2,30812.84,122295.17,2,1,1,0
686,France,Male,39.0,4,155023.93,0.0,2,0,0,0
612,Spain,Female,36.0,5,159416.58,119799.27,2,0,0,0
655,Spain,Male,37.0,8,76259.23,163708.58,2,0,0,0
617,France,Male,34.0,1,105965.25,61687.33,2,0,0,0
674,France,Female,27.0,4,50743.83,79144.34,1,1,1,0
711,Spain,Male,32.0,5,147720.27,0.0,2,1,1,0
624,Germany,Female,27.0,7,167387.36,104848.68,1,1,1,0
597,Spain,Male,26.0,5,95159.13,0.0,2,1,1,0
682,Spain,Male,46.0,4,4654.28,0.0,1,1,1,0
775,France,Male,45.0,8,130376.68,0.0,1,0,0,0
727,France,Female,29.0,1,173486.39,146652.01,1,1,1,0
629,France,Male,31.0,6,93881.75,0.0,2,0,0,0
684,France,Male,46.0,0,36376.97,0.0,2,1,1,0
549,Germany,Female,37.0,1,128499.94,130622.34,2,1,1,0
593,Germany,Male,69.0,2,105898.69,187013.13,2,1,1,0
536,Spain,Male,40.0,9,11959.03,0.0,2,1,1,0
707,France,Female,36.0,6,98810.78,0.0,1,0,0,0
592,Spain,Male,41.0,0,65906.07,0.0,2,0,0,0
703,France,Male,44.0,6,151516.7,98862.54,1,0,0,0
723,Spain,Female,45.0,4,37214.39,0.0,2,0,0,0
452,Germany,Male,52.0,1,92033.98,98443.14,2,0,0,0
552,Spain,Male,42.0,4,195692.3,0.0,2,0,0,0
